age,balance,duration,balance,marital
39,585,48,585,1
39,235,217,235,1
28,232,72,232,1
47,187,165,187,1
53,12,345,12,1
57,318,206,318,1
56,334,127,334,1
38,0,29,0,1
52,2,70,2,1
57,195,185,195,1
42,0,64,0,2
57,0,97,0,1
53,451,125,451,1
39,20,109,20,1
36,23,133,23,1
32,357,175,357,1
52,-9,123,-9,1
31,500,19,500,1
34,291,91,291,2
23,589,62,589,0
48,191,238,191,1
31,373,346,373,0
53,37,51,37,1
50,806,141,806,1
39,285,209,285,1
55,481,147,481,2
33,137,88,137,0
36,168,52,168,0
30,0,20,0,1
33,331,178,331,1
32,132,343,132,1
42,529,193,529,1
38,86,218,86,2
46,137,252,137,1
76,86,192,86,2
28,81,158,81,0
46,137,246,137,1
30,25,44,25,0
58,764,219,764,1
33,0,351,0,1
60,0,124,0,1
50,60,151,60,1
41,177,117,177,1
38,648,179,648,1
34,50,106,50,1
34,470,217,470,1
31,0,144,0,1
31,0,298,0,1
25,157,33,157,1
32,53,276,53,0
32,795,131,795,1
53,0,586,0,2
43,34,29,34,0
48,5,65,5,1
27,15,67,15,0
27,390,190,390,0
58,435,122,435,1
39,157,99,157,1
55,284,252,284,1
36,495,213,495,1
38,0,121,0,1
52,428,153,428,1
32,66,244,66,1
58,314,67,314,2
35,24,169,24,1
36,613,86,613,0
45,192,154,192,1
49,321,135,321,1
37,48,133,48,2
35,262,96,262,1
44,576,128,576,1
59,0,207,0,1
60,104,22,104,1
45,295,92,295,1
57,367,107,367,1
30,71,122,71,0
30,127,16,127,0
28,356,76,356,0
59,133,206,133,2
58,590,133,590,1
38,427,17,427,0
53,431,74,431,1
33,0,275,0,2
52,238,101,238,2
28,0,133,0,0
49,362,84,362,1
87,230,144,230,1
33,79,249,79,1
48,290,257,290,0
59,0,87,0,1
32,537,187,537,0
32,112,118,112,0
58,0,101,0,1
46,23,344,23,2
29,228,12,228,1
37,215,61,215,1
58,23,91,23,1
34,293,162,293,1
34,0,339,0,2
49,199,113,199,1
36,340,68,340,1
31,389,69,389,1
49,0,71,0,1
54,384,30,384,1
47,94,9,94,2
51,500,26,500,1
53,25,266,25,1
35,365,168,365,1
25,34,316,34,0
21,6,622,6,0
52,247,268,247,1
31,64,208,64,0
28,14,201,14,0
33,26,342,26,1
50,452,181,452,1
42,382,294,382,0
34,0,172,0,1
33,142,123,142,0
37,103,153,103,1
38,0,260,0,0
49,66,59,66,1
46,361,86,361,2
42,66,139,66,1
36,70,219,70,1
32,180,45,180,1
49,279,168,279,1
46,4,268,4,1
36,465,160,465,1
32,336,139,336,0
32,131,267,131,0
43,348,88,348,1
25,453,134,453,0
57,0,188,0,1
45,72,262,72,1
38,173,150,173,0
30,47,11,47,0
34,326,150,326,1
52,36,109,36,1
52,0,82,0,1
29,1,167,1,1
58,139,188,139,1
29,21,107,21,0
48,178,320,178,1
35,444,244,444,1
26,209,319,209,0
31,0,79,0,1
48,427,201,427,1
53,146,150,146,1
59,319,129,319,2
41,389,127,389,1
50,766,174,766,0
31,0,82,0,1
59,174,204,174,2
30,79,317,79,0
24,110,27,110,1
34,360,46,360,1
33,238,45,238,0
48,750,90,750,1
34,0,214,0,0
40,89,148,89,1
32,0,126,0,0
58,320,171,320,1
25,468,147,468,0
47,440,91,440,1
40,0,332,0,1
39,98,59,98,1
40,642,147,642,1
50,-1,195,-1,1
58,331,82,331,0
28,0,479,0,0
41,0,141,0,1
30,151,82,151,1
27,266,232,266,0
48,0,60,0,1
36,491,103,491,1
54,3,443,3,1
34,0,374,0,2
43,136,363,136,1
32,28,111,28,0
33,335,130,335,0
51,174,308,174,1
39,270,116,270,1
49,198,205,198,2
39,31,61,31,1
54,0,159,0,1
32,347,213,347,0
54,89,140,89,1
31,0,71,0,1
45,0,47,0,1
46,225,201,225,2
50,112,70,112,1
44,0,54,0,2
26,179,103,179,0
48,199,29,199,1
60,231,57,231,1
27,76,236,76,2
28,189,68,189,0
37,310,76,310,1
39,6,122,6,1
52,-110,141,-110,1
47,292,210,292,1
58,35,336,35,1
43,50,63,50,1
36,319,120,319,0
31,424,93,424,0
56,151,128,151,1
35,181,5,181,1
50,78,218,78,1
39,209,36,209,1
55,0,336,0,1
43,328,192,328,2
34,0,141,0,1
51,307,65,307,1
32,0,104,0,1
44,0,71,0,2
36,0,145,0,1
30,149,220,149,0
29,0,83,0,1
47,51,312,51,1
30,447,103,447,0
34,396,101,396,1
50,0,152,0,1
39,293,160,293,1
36,474,59,474,1
36,0,147,0,1
27,88,143,88,0
29,308,75,308,1
55,0,159,0,1
28,389,15,389,0
50,356,198,356,2
45,16,59,16,0
45,248,212,248,1
47,145,157,145,1
60,598,96,598,2
31,614,72,614,0
50,202,107,202,1
34,114,153,114,1
29,182,38,182,1
31,401,96,401,1
35,0,122,0,0
36,629,109,629,1
54,153,74,153,1
32,553,72,553,1
60,78,113,78,1
34,428,59,428,1
39,6,286,6,0
36,0,333,0,0
41,771,106,771,1
57,0,116,0,1
30,2,102,2,0
52,64,20,64,1
32,249,258,249,0
36,0,85,0,0
26,128,355,128,1
37,196,66,196,1
30,35,185,35,0
27,235,13,235,0
42,30,98,30,0
33,92,127,92,0
37,67,45,67,1
39,0,561,0,0
33,349,182,349,0
49,167,198,167,1
46,558,126,558,2
43,497,66,497,2
42,179,96,179,1
80,0,639,0,1
36,117,123,117,2
44,0,96,0,1
31,31,501,31,0
57,179,67,179,2
36,199,183,199,1
43,489,130,489,1
31,355,61,355,1
49,-97,92,-97,0
35,473,37,473,2
34,263,203,263,1
46,781,152,781,1
32,119,20,119,1
35,434,277,434,2
49,588,70,588,0
35,0,105,0,1
32,152,158,152,0
45,473,147,473,1
53,0,77,0,1
42,149,94,149,1
52,424,143,424,1
34,79,104,79,0
43,58,48,58,1
41,532,74,532,1
35,422,73,422,1
41,437,14,437,1
51,30,333,30,1
37,137,244,137,1
26,321,242,321,0
23,250,222,250,0
37,410,337,410,1
39,116,79,116,1
47,0,250,0,1
42,96,238,96,1
58,65,162,65,1
46,0,70,0,1
41,400,99,400,0
33,137,305,137,1
38,311,61,311,0
55,139,256,139,1
47,0,58,0,0
51,492,142,492,1
46,334,36,334,0
47,440,71,440,0
34,47,132,47,1
36,-11,152,-11,2
26,396,302,396,0
35,8,93,8,1
26,170,129,170,0
61,76,195,76,1
46,390,208,390,1
47,0,508,0,1
42,92,86,92,0
42,2,249,2,1
38,0,164,0,0
34,37,45,37,1
28,28,220,28,0
36,134,98,134,1
52,603,79,603,1
46,276,157,276,1
40,263,231,263,0
31,623,96,623,1
33,95,335,95,1
31,191,40,191,1
44,420,110,420,1
35,0,326,0,1
32,4,132,4,1
51,423,95,423,1
31,-120,100,-120,1
36,189,136,189,1
29,19,110,19,0
53,0,140,0,0
36,608,125,608,2
33,385,29,385,2
27,362,332,362,1
51,377,143,377,1
26,802,77,802,0
47,-9,457,-9,1
42,83,184,83,1
50,433,47,433,1
37,-107,158,-107,1
40,51,50,51,1
57,49,93,49,1
35,0,146,0,1
28,0,386,0,0
58,172,145,172,1
30,142,350,142,1
26,294,87,294,0
62,367,139,367,1
57,169,180,169,1
36,506,47,506,1
36,678,85,678,0
37,23,289,23,2
40,61,112,61,1
38,0,213,0,0
56,420,76,420,1
32,76,189,76,1
24,0,94,0,1
36,167,57,167,1
36,80,251,80,1
27,0,46,0,0
38,0,185,0,1
36,12,587,12,0
45,49,65,49,1
48,17,81,17,1
56,-1,89,-1,1
54,0,94,0,1
32,162,297,162,1
35,243,41,243,1
58,0,535,0,1
55,171,73,171,1
48,-19,270,-19,1
51,-55,119,-55,0
27,14,72,14,0
50,246,270,246,0
40,51,164,51,1
34,0,78,0,1
50,52,22,52,1
54,22,23,22,2
34,18,359,18,0
41,52,261,52,2
40,92,92,92,1
48,586,179,586,1
54,208,255,208,1
48,-13,20,-13,1
43,24,68,24,0
43,188,58,188,1
32,61,529,61,1
31,462,147,462,0
49,0,173,0,1
37,0,146,0,2
43,275,69,275,1
44,724,157,724,1
44,27,485,27,1
53,26,56,26,2
36,191,69,191,1
58,-123,131,-123,2
34,179,294,179,0
55,471,58,471,1
34,105,249,105,1
38,70,255,70,2
30,0,209,0,1
37,547,143,547,1
43,0,539,0,1
42,-34,176,-34,1
31,5,101,5,1
37,487,155,487,1
38,0,580,0,2
36,174,223,174,0
42,0,131,0,2
71,353,208,353,1
54,448,98,448,1
53,27,230,27,1
39,282,243,282,2
32,2,16,2,1
34,60,274,60,0
37,47,374,47,1
52,20,172,20,1
31,360,332,360,2
28,100,132,100,1
41,0,89,0,1
34,296,147,296,0
43,109,64,109,0
32,485,98,485,1
33,125,66,125,0
70,616,149,616,1
53,206,87,206,1
31,481,106,481,0
28,12,73,12,1
45,0,574,0,1
51,176,8,176,1
53,53,208,53,1
30,562,137,562,1
53,-118,101,-118,1
47,0,676,0,1
45,180,62,180,1
35,0,295,0,1
42,260,175,260,1
43,297,119,297,1
35,0,125,0,1
26,37,207,37,1
46,410,162,410,1
33,71,107,71,0
34,436,28,436,1
46,25,103,25,2
39,0,108,0,1
33,647,124,647,0
55,236,200,236,1
46,96,151,96,1
43,0,147,0,0
34,250,193,250,1
35,126,112,126,0
25,8,107,8,0
32,189,106,189,1
42,248,163,248,2
50,13,76,13,2
33,358,302,358,0
32,473,72,473,0
29,424,241,424,1
31,430,137,430,1
37,0,129,0,1
29,358,88,358,1
30,227,23,227,1
49,92,221,92,1
42,440,13,440,1
56,800,170,800,1
55,159,159,159,1
43,483,225,483,1
39,0,13,0,0
56,401,26,401,2
29,33,161,33,0
38,506,122,506,1
42,344,26,344,0
46,0,51,0,1
31,3,37,3,1
35,221,150,221,2
50,36,104,36,1
25,220,68,220,0
27,-148,146,-148,0
33,210,201,210,1
50,579,83,579,1
31,271,89,271,1
52,0,145,0,1
32,150,210,150,1
32,133,171,133,0
34,606,97,606,1
49,548,115,548,0
37,33,106,33,2
44,0,97,0,2
40,260,52,260,1
39,626,126,626,1
36,386,359,386,0
45,220,89,220,2
37,395,219,395,1
45,0,211,0,2
62,6,216,6,2
31,582,58,582,1
36,197,260,197,0
30,411,142,411,0
34,584,154,584,1
39,83,69,83,2
32,0,99,0,0
32,0,9,0,0
36,398,278,398,1
32,2,100,2,0
33,201,171,201,0
49,563,84,563,1
31,0,624,0,1
32,48,8,48,0
50,0,118,0,0
57,162,174,162,1
50,148,198,148,0
39,0,503,0,1
45,185,249,185,1
50,199,116,199,1
40,99,15,99,1
35,147,41,147,1
31,-6,94,-6,1
46,435,192,435,2
46,5,305,5,2
37,0,115,0,1
39,722,141,722,1
44,0,264,0,2
40,35,318,35,1
33,752,104,752,1
26,592,174,592,0
37,0,187,0,1
59,0,493,0,1
49,371,18,371,1
33,1,257,1,0
55,298,144,298,1
49,306,285,306,1
27,186,136,186,1
30,20,404,20,0
37,749,219,749,1
27,-1,60,-1,0
32,-32,145,-32,1
22,333,129,333,0
58,-27,77,-27,1
83,0,664,0,2
50,100,157,100,2
37,9,484,9,0
41,293,102,293,1
40,36,240,36,0
37,105,260,105,0
40,440,327,440,1
53,225,171,225,1
33,0,224,0,2
51,40,79,40,1
42,364,52,364,2
34,174,259,174,0
32,0,159,0,1
60,225,54,225,1
29,-20,574,-20,0
39,36,70,36,0
30,400,223,400,1
38,213,270,213,1
33,296,90,296,1
30,42,115,42,1
33,150,151,150,1
28,317,21,317,0
29,92,240,92,2
42,-10,291,-10,1
57,0,197,0,1
43,0,106,0,2
26,609,112,609,0
52,4,30,4,0
39,355,313,355,2
34,436,118,436,1
39,266,102,266,1
30,101,187,101,1
41,0,239,0,0
35,305,7,305,1
57,31,260,31,1
48,5,697,5,1
41,39,549,39,1
51,463,213,463,1
28,131,147,131,1
57,107,85,107,1
49,230,96,230,1
26,256,101,256,0
52,-133,96,-133,1
42,0,118,0,1
48,439,212,439,1
45,44,81,44,1
47,295,157,295,1
37,190,194,190,1
40,-17,474,-17,1
35,175,219,175,0
36,40,359,40,0
52,98,148,98,2
28,330,197,330,0
28,0,198,0,0
46,258,217,258,1
22,246,25,246,0
44,304,129,304,1
37,102,101,102,0
47,164,212,164,2
42,1,59,1,1
36,0,81,0,2
29,200,322,200,1
32,577,101,577,0
43,0,110,0,1
39,163,107,163,0
46,466,169,466,1
31,119,380,119,1
53,238,238,238,1
49,32,128,32,2
31,315,130,315,0
35,0,169,0,0
28,0,205,0,0
30,363,171,363,0
31,38,185,38,0
34,297,63,297,1
33,288,306,288,1
36,566,129,566,2
57,295,151,295,1
