S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.25,25.31,24.94,25.38,0,0,0,0,0.07,0.04,0.06,0.09,345,0.0,0,0,0
26.25,26.25,25.94,26.31,114,19,179,7,0.07,0.33,0.93,0.38,1050,-0.184615384615,1,0,2
25.31,25.31,25.19,25.94,17,20,73,53,0.07,0.04,0.06,0.11,355,0.0,0,0,0
25.19,25.19,24.69,25.5,0,0,0,0,0.07,0.05,0.06,0.09,355,0.0,0,0,0
25.13,25.13,24.56,25.38,6,7,34,22,0.07,0.04,0.06,0.07,360,0.0,0,0,0
26.31,26.38,25.94,26.38,148,234,177,10,0.45,0.39,1.88,0.44,1035,2.55769230769,0,1,3
25.19,25.19,24.69,25.25,0,0,0,0,0.08,0.04,0.05,0.08,345,0.0,0,0,0
26.25,26.56,25.94,26.38,150,235,180,10,0.33,0.27,1.09,0.29,1065,2.62307692308,1,1,3
25.06,25.06,24.56,25.13,2,2,14,8,0.08,0.05,0.05,0.08,345,0.0,0,0,0
25.31,25.38,24.94,25.38,0,0,0,0,0.07,0.06,0.06,0.09,345,-0.226923076923,0,0,0
25.19,25.25,24.75,25.19,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0,0
25.13,25.06,24.63,25.38,6,6,32,22,0.13,0.06,0.1,0.1,350,0.0,0,0,0
25.31,25.31,24.94,25.44,0,0,0,0,0.08,0.06,0.06,0.08,355,-0.0807692307692,0,0,0
26.13,27.19,26.06,26.25,165,256,279,72,0.43,0.09,0.53,0.09,935,2.17692307692,1,0,3
25.13,25.13,24.56,25.31,0,0,3,2,0.08,0.05,0.06,0.1,355,-0.0153846153846,0,0,0
25.44,25.31,25.06,25.88,124,37,66,48,0.49,0.15,0.42,0.16,360,0.0,0,0,1
25.06,25.0,24.5,25.31,6,6,33,22,0.08,0.05,0.06,0.06,360,0.0,0,0,0
25.06,25.06,24.56,25.13,5,5,27,19,0.08,0.05,0.06,0.09,350,0.0,0,0,0
25.81,28.94,25.38,26.06,160,244,223,67,0.45,0.65,1.86,0.5,695,2.19615384615,1,1,3
25.31,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.07,0.1,355,0.0,0,0,0
25.13,25.06,24.69,25.19,6,7,32,21,0.08,0.05,0.06,0.09,345,0.0,0,0,0
25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.05,0.09,350,0.0,0,0,0
25.13,25.06,24.56,25.19,0,0,0,0,0.08,0.05,0.06,0.08,345,0.0,0,0,0
25.94,26.13,25.81,26.38,16,20,94,58,0.07,0.04,0.07,0.07,760,-3.31538461538,0,0,0
25.19,25.25,24.69,25.56,0,0,0,0,0.07,0.05,0.06,0.05,360,-0.0307692307692,0,0,0
25.06,25.06,24.44,25.31,0,0,5,3,0.08,0.04,0.06,0.05,355,0.0,0,0,0
25.25,25.19,25.0,25.88,16,18,70,49,0.08,0.06,0.06,0.1,355,0.0,0,0,0
25.25,25.25,24.88,25.38,0,0,0,0,0.07,0.04,0.06,0.08,345,0.0,0,0,0
25.13,25.06,24.56,25.19,0,0,0,0,0.08,0.04,0.06,0.09,345,0.0,0,0,0
25.69,28.06,25.13,26.0,156,243,77,59,0.81,0.42,0.28,0.21,630,2.04230769231,1,0,2
25.06,25.06,24.56,25.06,3,3,17,13,0.08,0.04,0.06,0.09,350,0.0,0,0,0
25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.07,375,0.0,0,0,0
25.38,25.44,25.38,26.13,19,23,84,60,0.07,0.06,0.06,0.09,355,0.0,0,0,0
25.13,25.13,24.5,25.31,0,0,0,0,0.07,0.06,0.07,0.06,360,0.0,0,0,0
25.19,25.19,24.63,25.5,0,0,0,0,0.06,0.05,0.07,0.06,360,-0.130769230769,0,0,0
25.06,25.06,24.69,25.75,10,11,48,33,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.44,25.44,25.06,25.94,0,0,0,0,0.08,0.06,0.06,0.1,355,0.134615384615,0,0,0
25.31,25.31,24.88,25.75,0,0,0,0,0.07,0.05,0.05,0.06,370,0.0,0,0,0
25.44,25.44,25.0,25.94,0,0,0,0,0.08,0.05,0.06,0.09,355,0.0,0,0,0
25.19,25.25,24.88,25.31,0,0,0,0,0.07,0.04,0.05,0.09,345,0.0,0,0,0
25.44,25.44,25.19,26.06,0,0,2,2,0.08,0.05,0.07,0.1,350,0.0,0,0,0
25.19,25.19,24.63,25.31,0,0,0,0,0.07,0.04,0.06,0.09,355,0.0269230769231,0,0,0
25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
26.0,25.88,25.63,26.06,0,0,0,0,0.06,0.04,0.07,0.06,895,-3.25384615385,0,0,0
25.31,25.31,24.81,25.75,0,0,0,0,0.07,0.04,0.06,0.06,370,0.0,0,0,0
25.19,25.19,24.63,25.5,0,0,0,0,0.08,0.06,0.1,0.06,360,0.0,0,0,0
25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.19,25.19,24.69,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0,0
25.31,25.31,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
26.0,25.81,25.63,26.25,119,31,58,36,0.07,0.05,0.06,0.07,590,1.01923076923,0,0,1
25.81,29.0,25.38,26.06,160,243,221,66,0.57,0.63,0.58,0.23,700,2.35384615385,1,0,3
25.56,25.56,25.19,25.88,0,0,0,0,0.06,0.05,0.06,0.06,480,-1.40384615385,0,0,0
25.06,25.0,24.56,25.38,6,6,32,21,0.08,0.05,0.06,0.06,360,0.0,0,0,0
25.44,25.44,25.38,26.06,5,5,25,18,0.08,0.05,0.06,0.11,355,-0.0307692307692,0,0,0
25.31,25.31,24.75,25.63,0,0,0,0,0.08,0.05,0.06,0.06,360,0.0,0,0,0
25.19,25.13,24.63,25.25,0,0,0,0,0.08,0.04,0.05,0.08,345,0.0,0,0,0
25.06,25.06,24.44,25.38,0,0,4,3,0.08,0.05,0.06,0.06,355,-0.0269230769231,0,0,0
25.69,26.44,25.5,25.69,9,9,50,30,1.4,2.8,0.26,0.19,405,0.734615384615,1,1,3
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.05,0.07,360,-0.0461538461538,0,0,0
25.63,25.69,25.25,25.88,0,0,0,0,0.07,0.04,0.06,0.06,545,-2.01153846154,0,0,0
25.06,25.06,24.56,25.31,6,6,32,21,0.08,0.05,0.07,0.06,360,0.0,0,0,0
25.5,25.5,25.06,25.88,0,0,0,0,0.07,0.04,0.06,0.06,390,-0.857692307692,0,0,0
25.38,25.44,25.31,26.13,20,24,89,64,0.09,0.06,0.07,0.1,355,0.0,0,0,0
25.19,25.19,24.63,25.44,0,0,0,0,0.08,0.05,0.06,0.05,360,0.0,0,0,0
25.81,25.88,25.69,26.31,13,16,79,49,0.07,0.05,0.12,0.1,655,-1.73461538462,0,0,0
26.31,27.63,26.06,26.44,150,237,180,10,2.39,0.75,3.65,0.75,1195,2.17692307692,1,1,3
25.38,25.38,25.0,25.81,0,0,0,0,0.07,0.06,0.07,0.1,355,0.0,0,0,0
25.19,25.19,25.0,25.81,14,15,62,44,0.07,0.05,0.07,0.1,355,0.0,0,0,0
25.0,25.06,24.63,25.38,6,7,35,24,0.08,0.06,0.07,0.06,360,-0.0230769230769,0,0,0
25.06,25.06,24.63,25.44,8,8,40,27,0.08,0.05,0.06,0.06,360,-0.00769230769231,0,0,0
26.0,25.75,25.56,26.31,119,29,54,34,0.31,0.12,0.09,0.1,595,1.05769230769,0,0,1
25.44,25.44,25.0,25.75,0,0,0,0,0.06,0.05,0.06,0.06,380,-0.0461538461538,0,0,0
25.31,25.31,24.75,25.69,0,0,0,0,0.06,0.05,0.06,0.06,360,-0.00384615384615,0,0,0
26.19,25.75,25.75,26.25,116,25,182,14,0.79,0.29,0.7,0.19,715,2.01153846154,0,1,2
25.5,25.44,25.06,25.56,0,0,0,0,0.07,0.05,0.07,0.08,380,-0.111538461538,0,0,0
25.13,25.13,24.5,25.31,0,0,0,0,0.08,0.04,0.06,0.06,360,-0.0153846153846,0,0,0
25.13,25.13,24.69,25.56,9,10,44,29,0.09,0.05,0.07,0.07,355,-0.0807692307692,0,0,0
25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,0.0,0,0,0
25.13,25.13,24.63,25.25,0,0,0,0,0.08,0.05,0.06,0.09,345,0.0,0,0,0
25.81,26.06,25.75,25.88,4,5,31,14,0.41,0.26,0.11,0.1,690,3.41923076923,1,1,3
26.06,27.25,25.94,26.25,165,254,276,73,0.56,0.63,2.27,0.58,860,-0.792307692308,0,1,2
25.81,26.81,25.5,26.25,10,10,56,41,0.07,0.05,0.06,0.06,460,-1.79615384615,0,0,0
26.31,27.94,26.06,26.38,150,239,180,10,1.29,0.35,0.21,0.18,1220,1.28846153846,0,0,3
25.44,25.44,25.0,25.75,0,0,0,0,0.07,0.04,0.06,0.06,385,-0.280769230769,0,0,0
25.19,25.25,24.63,25.56,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0,0,0,0
25.44,25.44,25.31,26.13,2,2,10,7,0.07,0.05,0.06,0.1,350,-0.0384615384615,0,0,0
25.69,25.38,25.13,26.0,123,37,68,49,0.42,0.28,0.16,0.11,375,0.3,0,0,1
25.19,25.19,24.63,25.38,0,0,0,0,0.08,0.06,0.06,0.09,355,-0.00384615384615,0,0,0
25.38,25.44,25.0,25.81,0,0,0,0,0.08,0.05,0.06,0.09,355,0.0,0,0,0
25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.192307692308,0,0,0
25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.11,350,0.0384615384615,0,0,0
25.19,25.19,24.63,25.5,0,0,0,0,0.06,0.05,0.06,0.05,360,0.0,0,0,0
26.13,25.81,25.63,26.31,118,24,192,14,0.41,0.09,0.08,0.1,625,2.14615384615,0,0,2
25.56,25.63,25.19,25.88,0,0,0,0,0.07,0.06,0.06,0.07,455,-1.02692307692,0,0,0
25.44,25.44,25.44,26.13,14,17,65,47,0.08,0.06,0.07,0.11,355,0.0,0,0,0
25.19,25.19,24.94,25.81,13,14,59,43,0.08,0.05,0.05,0.1,355,0.0,0,0,0
25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.04,0.05,0.08,345,0.0,0,0,0
25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.05,0.07,0.06,375,-0.296153846154,0,0,0
25.25,25.31,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.05,360,0.0,0,0,0
25.44,25.44,25.13,26.0,0,0,0,0,0.08,0.06,0.06,0.09,350,-0.00769230769231,0,0,0
26.0,26.13,25.81,26.31,16,20,93,57,0.07,0.05,0.06,0.06,755,-3.66538461538,0,0,0
26.13,25.75,25.63,26.25,117,27,196,23,0.5,0.28,0.69,0.23,630,0.380769230769,1,0,2
25.31,25.31,25.19,25.94,17,20,74,53,0.08,0.06,0.06,0.1,355,0.0,0,0,0
25.19,25.25,24.63,25.56,0,0,0,0,0.07,0.05,0.05,0.06,360,0.0,0,0,0
25.63,25.63,25.31,25.75,0,0,0,0,0.08,0.05,0.05,0.08,620,-0.984615384615,0,0,0
25.5,25.5,25.0,25.56,0,0,0,0,0.07,0.05,0.06,0.06,380,0.0,0,0,0
25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0.0,0,0,0
25.56,25.56,25.19,25.88,0,0,0,0,0.07,0.05,0.07,0.07,465,-1.10769230769,0,0,0
25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0,0
25.69,25.38,25.19,26.0,124,40,75,54,0.21,0.05,0.15,0.06,380,0.126923076923,1,0,1
25.13,25.06,24.56,25.19,0,0,0,0,0.08,0.05,0.05,0.09,345,0.0,0,0,0
25.19,25.19,24.88,25.81,14,14,60,44,0.09,0.05,0.06,0.1,355,0.0,0,0,0
25.5,25.56,25.13,25.75,0,0,0,0,0.07,0.05,0.05,0.06,390,-1.60384615385,0,0,0
25.69,27.94,25.13,26.06,155,242,77,60,0.52,0.7,0.69,0.2,635,1.96153846154,1,1,2
25.13,25.13,24.56,25.5,0,0,0,0,0.08,0.05,0.07,0.07,360,0.0,0,0,0
25.13,25.13,24.63,25.25,0,0,0,0,0.08,0.05,0.06,0.09,345,0.0,0,0,0
25.63,26.31,25.56,25.75,9,9,50,30,0.32,0.96,0.13,0.12,385,0.546153846154,1,1,3
26.13,27.19,26.0,26.31,165,256,276,72,0.38,0.1,0.11,0.07,935,1.88076923077,0,0,3
25.31,25.31,25.19,25.94,17,20,74,53,0.08,0.06,0.07,0.1,355,0.0,0,0,0
25.81,28.94,25.38,26.13,159,243,222,66,0.58,0.56,3.65,0.27,690,1.97692307692,1,1,3
25.31,25.31,24.81,25.75,0,0,0,0,0.06,0.05,0.06,0.06,365,0.0538461538462,0,0,0
25.06,25.13,24.63,25.25,6,6,32,21,0.08,0.05,0.06,0.1,350,0.0,0,0,0
25.19,25.13,24.56,25.5,0,0,0,0,0.09,0.05,0.05,0.06,360,0.0,0,0,0
25.13,25.19,24.5,25.44,0,0,0,0,0.06,0.05,0.06,0.06,355,0.134615384615,0,0,0
25.44,25.44,25.06,25.88,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.38,25.44,25.06,25.88,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.5,25.5,25.06,25.88,0,0,0,0,0.06,0.04,0.07,0.06,400,-0.565384615385,0,0,0
25.44,25.44,25.19,26.0,0,0,0,0,0.07,0.05,0.06,0.1,355,-0.0307692307692,0,0,0
25.44,25.44,25.25,26.0,0,0,0,0,0.08,0.05,0.06,0.1,350,0.0,0,0,0
25.38,25.44,25.06,25.88,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0230769230769,0,0,0
25.94,26.06,25.75,26.38,15,20,88,54,0.07,0.05,0.06,0.06,755,-3.39615384615,0,0,0
25.88,26.06,25.56,25.88,0,0,0,0,0.07,0.04,0.06,0.08,800,-1.73846153846,0,0,0
26.19,26.13,25.94,26.25,115,19,181,7,1.2,0.15,0.46,0.15,1025,0.280769230769,0,0,2
25.06,25.13,24.56,25.19,1,1,10,6,0.08,0.05,0.06,0.09,350,0.0,0,0,0
25.13,25.06,24.63,25.19,6,6,31,21,0.08,0.05,0.06,0.09,345,0.0,0,0,0
25.44,25.44,24.94,25.69,0,0,0,0,0.06,0.04,0.07,0.06,370,0.0,0,0,0
25.38,25.25,25.0,25.81,122,35,64,45,0.66,0.15,0.35,0.19,360,0.115384615385,0,0,1
25.38,25.38,25.0,25.81,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.75,26.81,25.5,26.25,10,10,54,40,0.08,0.06,0.06,0.07,460,-1.48846153846,0,0,0
25.25,25.31,24.88,25.38,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0,0
25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.05,0.07,0.08,345,0.0,0,0,0
26.31,26.63,26.06,26.38,150,236,180,10,0.08,0.06,0.08,0.06,1165,2.83461538462,0,0,3
25.81,26.13,25.75,25.81,4,4,31,16,0.07,0.04,0.09,0.08,675,3.65,1,0,3
25.38,25.38,25.31,26.13,18,21,77,56,0.07,0.04,0.05,0.09,355,0.0,0,0,0
25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,0.07,375,-7.69801162017e-19,0,0,0
26.25,26.31,25.94,26.38,150,234,185,10,0.22,0.75,0.28,0.15,970,1.91538461538,0,1,3
25.13,25.06,24.5,25.19,2,2,14,8,0.08,0.04,0.05,0.09,345,0.0,0,0,0
25.25,25.31,24.88,25.38,0,0,0,0,0.08,0.04,0.05,0.08,345,0.0,0,0,0
25.25,25.25,24.81,25.69,0,0,0,0,0.07,0.05,0.06,0.05,365,0.0,0,0,0
25.0,25.0,24.56,25.25,6,6,33,21,0.08,0.05,0.06,0.05,360,0.0,0,0,0
25.44,25.25,25.0,25.94,123,35,65,46,1.14,0.34,0.35,0.16,360,0.0,0,0,1
25.31,25.38,24.88,25.69,0,0,0,0,0.07,0.06,0.07,0.11,355,0.0,0,0,0
25.06,25.06,24.5,25.19,0,0,1,1,0.08,0.05,0.05,0.09,345,0.0,0,0,0
25.38,25.44,24.94,25.69,0,0,0,0,0.06,0.05,0.06,0.06,375,-0.138461538462,0,0,0
25.13,25.13,24.63,25.19,0,0,0,0,0.08,0.04,0.06,0.08,345,0.0,0,0,0
25.44,25.44,24.94,25.69,0,0,0,0,0.07,0.05,0.06,0.07,370,0.0,0,0,0
26.06,25.75,25.56,26.31,117,27,45,26,0.07,0.05,0.07,0.06,610,0.626923076923,0,0,1
25.19,25.13,24.69,25.25,0,0,0,0,0.08,0.04,0.06,0.09,345,0.0,0,0,0
26.13,25.88,25.56,26.31,119,24,195,17,0.79,0.78,2.42,0.48,570,2.12692307692,1,0,2
25.31,25.31,24.94,25.38,0,0,0,0,0.07,0.05,0.06,0.09,350,-0.226923076923,0,0,0
25.5,25.31,25.13,25.94,122,36,66,48,1.18,0.41,0.19,0.17,370,0.307692307692,1,0,1
25.38,25.38,24.94,25.81,0,0,0,0,0.06,0.06,0.06,0.06,370,-0.126923076923,0,0,0
25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.04,0.05,0.1,345,0.0,0,0,0
25.25,25.19,25.0,25.88,15,18,69,48,0.14,0.1,0.07,0.11,355,0.0,0,0,0
25.44,25.44,25.25,26.13,0,0,4,3,0.07,0.05,0.06,0.1,350,0.0,0,0,0
26.31,27.94,26.06,26.44,151,239,182,11,0.2,0.17,0.9,0.16,1210,1.03076923077,0,1,3
25.44,25.44,25.44,26.13,8,10,40,29,0.09,0.05,0.1,0.1,355,0.0,1,0,0
25.31,25.31,25.19,26.0,18,20,75,54,0.08,0.06,0.06,0.1,355,0.0,0,0,0
25.19,25.19,24.56,25.5,0,0,0,0,0.07,0.06,0.06,0.06,355,-1.23168185923e-17,0,0,0
25.44,25.44,25.25,26.06,1,1,6,5,0.07,0.05,0.05,0.1,350,0.0,0,0,0
25.69,25.38,25.19,26.0,124,39,73,53,1.07,0.27,0.25,0.19,380,0.288461538462,0,0,1
25.44,25.44,25.0,25.75,0,0,0,0,0.07,0.05,0.07,0.07,380,0.0,0,0,0
25.44,25.44,25.25,26.06,0,0,4,3,0.08,0.06,0.06,0.1,350,0.0,0,0,0
25.13,25.19,24.63,25.38,0,0,1,1,0.08,0.05,0.06,0.1,350,-1.23168185923e-17,0,0,0
25.44,25.44,25.19,26.0,0,0,0,0,0.07,0.05,0.06,0.09,355,-0.180769230769,0,0,0
25.44,25.5,25.31,26.19,1,1,8,5,0.08,0.05,0.06,0.1,350,0.0,0,0,0
25.13,25.13,24.75,25.75,10,11,49,35,0.08,0.05,0.07,0.11,355,0.0,0,0,0
25.44,25.44,25.06,25.5,0,0,0,0,0.07,0.05,0.05,0.09,370,-0.157692307692,0,0,0
26.06,26.94,26.0,26.31,164,255,277,71,0.1,0.18,0.4,0.1,900,1.46153846154,1,1,3
25.75,25.75,25.38,25.94,0,0,0,0,0.07,0.05,0.06,0.06,715,-1.91153846154,0,0,0
25.5,25.56,25.13,25.81,0,0,0,0,0.06,0.04,0.07,0.05,430,-1.11153846154,0,0,0
25.19,25.19,24.81,25.69,12,14,58,40,0.08,0.05,0.06,0.06,360,-0.0115384615385,0,0,0
25.38,25.38,25.38,26.13,20,24,85,61,0.08,0.04,0.06,0.11,355,0.0,0,0,0
25.38,25.44,24.94,25.69,0,0,0,0,0.07,0.05,0.06,0.06,370,0.0269230769231,0,0,0
25.38,25.38,24.88,25.75,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
26.13,25.88,25.56,26.31,118,24,196,17,0.53,0.61,2.11,0.22,565,2.12307692308,0,0,2
25.13,25.19,24.63,25.38,0,0,0,0,0.08,0.05,0.06,0.09,355,1.23168185923e-17,0,0,0
25.13,25.13,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.05,360,0.0,0,0,0
25.13,25.13,24.75,25.63,10,10,47,32,0.08,0.06,0.06,0.06,355,-0.173076923077,0,0,0
25.31,25.31,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,360,0.0423076923077,0,0,0
25.0,25.06,24.56,25.19,6,6,33,21,0.07,0.05,0.06,0.06,360,0.0,0,0,0
25.5,25.5,25.06,25.81,0,0,0,0,0.07,0.04,0.05,0.06,390,-1.05384615385,0,0,0
25.06,25.06,24.5,25.19,0,0,6,4,0.08,0.04,0.05,0.08,345,0.0,0,0,0
25.31,25.31,24.94,25.44,0,0,0,0,0.07,0.05,0.06,0.1,350,-0.111538461538,0,0,0
25.44,25.44,25.0,25.5,0,0,0,0,0.06,0.05,0.06,0.06,375,-0.161538461538,0,0,0
26.0,26.13,25.81,26.38,17,21,93,58,0.07,0.07,0.06,0.06,805,-2.35,0,0,0
25.25,25.25,24.75,25.56,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
26.13,25.75,25.69,26.31,117,26,186,19,0.55,0.11,0.12,0.07,670,1.82692307692,0,1,2
25.31,25.25,25.19,25.94,17,20,73,53,0.09,0.13,0.12,0.1,355,0.0,0,0,0
25.69,25.69,25.31,25.88,0,0,0,0,0.07,0.07,0.08,0.06,615,-2.62307692308,0,0,0
25.13,25.13,24.56,25.31,0,0,2,1,0.08,0.06,0.06,0.09,350,-0.2,0,0,0
25.25,25.19,25.0,25.81,15,18,69,49,0.11,0.08,0.13,0.1,355,0.0,0,0,0
25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.06,0.07,0.06,365,0.0,0,0,0
25.19,25.13,24.63,25.25,0,0,0,0,0.08,0.05,0.05,0.08,345,0.0,0,0,0
25.38,25.38,25.31,26.0,19,23,80,59,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.94,26.0,25.56,26.13,0,0,0,0,0.07,0.05,0.06,0.06,910,-3.61153846154,0,0,0
25.31,25.31,25.0,25.44,0,0,0,0,0.09,0.04,0.06,0.08,355,-0.119230769231,0,0,0
25.13,25.13,24.69,25.44,7,7,35,23,0.06,0.05,0.06,0.06,360,-0.0269230769231,0,0,0
26.06,26.81,25.56,26.31,116,20,24,16,0.84,0.07,0.07,0.07,525,0.842307692308,0,0,1
25.94,26.25,25.81,26.0,142,227,6,7,0.64,0.65,0.18,0.12,850,0.615384615385,1,0,2
25.06,25.06,24.56,25.06,4,4,20,14,0.08,0.05,0.07,0.09,350,0.0,0,0,0
25.31,25.38,24.75,25.63,0,0,0,0,0.06,0.05,0.07,0.06,360,-0.0615384615385,0,0,0
25.75,26.81,25.5,26.19,10,10,50,36,0.07,0.06,0.06,0.06,450,-1.14615384615,0,0,0
25.25,25.31,25.13,25.88,17,20,73,53,0.08,0.05,0.07,0.1,355,0.0,0,0,0
25.69,25.81,25.38,25.94,0,0,0,0,0.07,0.05,0.05,0.05,680,-2.14615384615,0,0,0
26.25,25.94,25.94,26.31,150,237,180,11,0.21,0.13,0.2,0.07,865,1.68076923077,1,1,3
25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.07,0.05,370,-0.0653846153846,0,0,0
25.13,25.13,24.56,25.19,0,0,0,0,0.08,0.04,0.05,0.08,345,0.0,0,0,0
26.31,26.88,26.0,26.31,0,0,0,0,0.07,0.05,0.05,0.06,1230,0.430769230769,0,0,0
26.06,26.81,25.5,26.25,116,20,24,17,0.07,0.09,0.08,0.08,525,1.05,0,0,1
26.13,25.75,25.63,26.31,118,28,203,24,0.66,0.49,2.13,0.39,625,0.107692307692,1,1,2
25.44,25.38,25.06,25.88,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
26.19,26.13,25.81,26.31,150,236,185,11,0.19,0.42,0.19,0.14,805,1.40769230769,1,1,3
25.19,25.19,24.63,25.5,0,0,0,0,0.07,0.05,0.05,0.06,360,-0.0230769230769,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.06,0.06,365,0.0,0,0,0
25.31,25.31,25.19,26.0,15,18,68,49,0.08,0.06,0.06,0.1,355,0.0,0,0,0
25.13,25.13,24.75,25.63,10,11,50,34,0.09,0.05,0.06,0.06,355,0.0115384615385,0,0,0
25.44,25.44,25.31,26.19,1,2,10,7,0.07,0.05,0.06,0.1,350,0.0,0,0,0
25.38,25.44,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,0.0,0,0,0
26.19,25.75,25.75,26.31,116,25,183,14,1.46,1.69,2.79,0.22,715,1.92307692308,1,1,2
25.63,25.38,25.19,26.0,124,40,74,54,1.27,0.08,0.07,0.07,375,0.219230769231,0,0,1
25.06,25.06,24.44,25.31,2,2,14,9,0.08,0.05,0.07,0.06,360,0.0115384615385,0,0,0
25.19,25.25,24.63,25.5,0,0,0,0,0.07,0.05,0.06,0.06,360,-0.0423076923077,0,0,0
25.06,25.06,24.5,25.31,5,5,28,19,0.08,0.06,0.06,0.06,360,0.0346153846154,0,0,0
25.69,25.69,25.31,25.75,0,0,0,0,0.14,0.12,0.21,0.08,630,-1.37307692308,0,0,0
25.31,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
25.56,25.5,25.19,25.63,0,0,0,0,0.07,0.05,0.05,0.08,455,-1.19615384615,0,0,0
26.06,26.38,25.75,26.19,0,0,0,0,0.07,0.04,0.06,0.06,1060,-4.48461538462,0,0,0
25.19,25.19,24.75,25.25,0,0,0,0,0.07,0.05,0.05,0.09,345,0.0,0,0,0
25.81,26.81,25.5,26.25,115,25,49,36,0.71,0.13,0.09,0.09,425,-1.55,0,0,1
25.06,25.06,24.56,25.25,6,7,35,23,0.07,0.04,0.06,0.05,360,0.0,0,0,0
25.25,25.31,24.75,25.69,0,0,0,0,0.07,0.05,0.06,0.07,365,0.0,0,0,0
25.69,28.19,25.13,26.0,156,240,76,59,0.49,0.79,0.24,0.19,625,1.83076923077,0,0,2
25.31,25.38,24.88,25.69,0,0,0,0,0.06,0.05,0.06,0.07,360,-0.130769230769,0,0,0
25.81,26.88,25.5,26.25,12,12,59,44,0.1,0.11,0.1,0.07,525,-0.35,0,0,0
25.25,25.31,24.69,25.63,0,0,0,0,0.08,0.05,0.06,0.07,360,0.0,0,0,0
25.25,25.25,24.75,25.63,0,0,0,0,0.07,0.05,0.07,0.07,365,0.0,0,0,0
25.13,24.88,24.63,25.5,124,35,59,45,0.11,0.12,0.06,0.06,400,0.334615384615,0,0,1
25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0,0,0,0
25.06,25.06,24.56,25.13,5,5,25,17,0.08,0.05,0.05,0.08,345,0.0,0,0,0
25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0,0,0,0
26.06,25.75,25.56,26.38,118,28,49,29,0.13,0.05,0.05,0.07,595,0.134615384615,0,0,1
25.44,25.44,25.31,26.13,0,0,4,3,0.08,0.06,0.06,0.1,350,0.0,0,0,0
25.56,25.56,25.19,25.63,0,0,0,0,0.07,0.05,0.05,0.08,500,-1.80769230769,0,0,0
25.13,25.13,24.63,25.38,0,0,1,1,0.07,0.05,0.06,0.1,350,-0.173076923077,0,0,0
25.19,25.25,25.06,26.0,16,19,70,49,0.08,0.06,0.06,0.1,355,0.0,0,0,0
